Departure,Return,Bike,Departure station,Return station,Formula,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
1/31/2018 15:00,1/31/2018 15:00,144,0140 Burrard & 7th,0048 Comox & Broughton,365 Corporate Standard,3271,812,3887,4074,7,9,0,0
1/31/2018 15:00,1/31/2018 15:00,670,0159 Vine & 4th,0039 Helmcken & Burrard,Archived Monthly Standard,2987,852,3742,3795,7,8,0,0
1/31/2018 15:00,1/31/2018 15:00,1468,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,10551,2519,3721,4117,6,6,0,0
1/31/2018 14:00,1/31/2018 15:00,360,0196 Drake & Hornby,0063 Robson & Granville,Archived Monthly Standard,1027,352,3644,3663,6,6,0,0
1/31/2018 14:00,1/31/2018 15:00,209,0055 Keefer & Columbia,0047 Chilco & Beach,365 Standard,5556,1105,4085,4308,7,9,0,0
1/31/2018 14:00,1/31/2018 14:00,1201,0088 Harwood & Bute,0039 Helmcken & Burrard,365 Standard,1157,605,3760,3827,6,6,53,1
1/31/2018 14:00,1/31/2018 14:00,567,0083 Aquatic Centre,0092 Chilco & Barclay,365 Day Founding Plus,1876,436,3866,4016,7,9,0,0
1/31/2018 14:00,1/31/2018 14:00,1048,0218 Carrall & Seawall,0073 Ontario & 5th,Archived Monthly Basic,1462,430,3898,4034,7,8,0,0
1/31/2018 14:00,1/31/2018 14:00,1295,0050 Bute & Comox,0196 Drake & Hornby,Archived Monthly Standard,959,335,3531,3639,6,8,0,0
1/31/2018 14:00,1/31/2018 14:00,1309,0069 7th & Granville,0066 Anderson & 2nd,365 Plus,592,154,3697,3789,6,8,0,0
1/31/2018 14:00,1/31/2018 14:00,878,0176 10th & Ontario,0171 5th & Yukon,Archived Monthly Standard,1135,227,3735,3826,7,9,0,0
1/31/2018 14:00,1/31/2018 14:00,1147,0176 10th & Ontario,0007 12th & Yukon,365 Corporate Plus,829,188,3536,3684,6,8,0,0
1/31/2018 14:00,1/31/2018 14:00,1145,0108 Cypress & 1st,0044 Richards & Beach,365 Standard,2011,698,3748,3897,7,9,0,0
1/31/2018 14:00,1/31/2018 14:00,1248,0030 Abbott & Cordova,0079 Nelson & Richards,Archived Monthly Standard,1613,498,3906,4043,7,6,0,0
1/31/2018 14:00,1/31/2018 15:00,1496,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,10052,4607,3824,4058,7,8,0,0
1/31/2018 14:00,1/31/2018 14:00,500,0044 Richards & Beach,0041 Cardero & Robson,365 Standard,2885,866,3735,3943,6,9,0,0
1/31/2018 14:00,1/31/2018 14:00,631,0089 Burrard & Drake,0087 Broughton & Burnaby,Archived Monthly Plus,824,218,3706,3795,7,9,0,0
1/31/2018 14:00,1/31/2018 15:00,458,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,11437,5081,3561,3748,7,8,0,0
1/31/2018 14:00,1/31/2018 14:00,290,0026 Beatty & Robson,0069 7th & Granville,365 Standard,3293,910,3748,3900,6,8,0,0
1/31/2018 13:00,1/31/2018 15:00,120,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9889,5254,3890,4184,7,8,0,0
1/31/2018 13:00,1/31/2018 14:00,508,0196 Drake & Hornby,0063 Robson & Granville,365 Day Founding Standard,150,18,3968,4092,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,791,0024 Hornby & Pender,0030 Abbott & Cordova,365 Day Founding Standard,1018,307,3871,4035,7,6,0,0
1/31/2018 13:00,1/31/2018 14:00,702,0102 Stanley Park - Second Beach North,0052 Cambie & Water,24 Hour,4949,1736,3890,4105,6,6,0,0
1/31/2018 13:00,1/31/2018 14:00,492,0139 Burrard & 4th,0083 Aquatic Centre,365 Plus,2460,1190,3768,3889,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,616,0007 12th & Yukon,0172 10th & Columbia,365 Corporate Plus,488,128,3910,4113,8,5,0,0
1/31/2018 13:00,1/31/2018 13:00,616,0007 12th & Yukon,0007 12th & Yukon,365 Corporate Plus,358.33,43,3943,4006,7,7,0,0
1/31/2018 13:00,1/31/2018 13:00,1330,0088 Harwood & Bute,0015 Granville & Georgia,365 Corporate Plus,1735,501,3665,3845,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,637,0066 Anderson & 2nd,0019 Robson & Hornby,Archived Monthly Standard,3046,1428,4035,4174,6,8,0,0
1/31/2018 13:00,1/31/2018 13:00,533,0001 10th & Cambie,0017 Marinaside & Davie,365 Day Founding Standard,1950,641,3966,4122,7,9,0,0
1/31/2018 13:00,1/31/2018 13:00,508,0138 Richards & Helmcken,0196 Drake & Hornby,24 Hour,375,45,3930,4077,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,696,0014 Canada Place,0014 Canada Place,365 Day Founding Plus,1551,815,3705,3835,6,8,313,1
1/31/2018 13:00,1/31/2018 13:00,1361,0071 14th & Granville,0153 Arbutus Greenway & Fir,Archived Monthly Standard,1057,223,3800,3932,8,10,0,0
1/31/2018 13:00,1/31/2018 13:00,878,0171 5th & Yukon,0176 10th & Ontario,Archived Monthly Standard,1139,414,3732,3837,8,10,0,0
1/31/2018 13:00,1/31/2018 13:00,629,0129 Richards & Robson,0026 Beatty & Robson,365 Plus,461,148,3906,3997,7,7,0,0
1/31/2018 13:00,1/31/2018 13:00,209,0196 Drake & Hornby,0055 Keefer & Columbia,Archived Monthly Standard,5464,1604,4109,4272,9,9,0,0
1/31/2018 13:00,1/31/2018 13:00,1546,0037 Hornby & Nelson,0032 Comox & Denman,Archived Monthly Standard,1625,482,3845,3985,6,9,0,0
1/31/2018 13:00,1/31/2018 13:00,311,0154 Kitsilano Beach Park,0108 Cypress & 1st,365 Plus,780,193,3631,3742,7,9,0,0
1/31/2018 13:00,1/31/2018 13:00,84,0025 Homer & Robson,0002 Burrard Station,365 Standard,1112,335,3958,4103,6,7,0,0
1/31/2018 13:00,1/31/2018 13:00,832,0167 Cordova & Columbia,0064 Expo & Smithe,Archived Monthly Plus,1703,381,3971,4116,7,9,0,0
1/31/2018 13:00,1/31/2018 13:00,728,0148 Quebec & Milross,0037 Hornby & Nelson,365 Plus,2732,881,3847,4051,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,1178,0150 Alexander & Main,0030 Abbott & Cordova,365 Day Founding Standard,837,219,3956,4072,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,631,0109 7th & Arbutus,0089 Burrard & Drake,Archived Monthly Standard,2521,628,3676,3805,8,9,0,0
1/31/2018 13:00,1/31/2018 13:00,404,0002 Burrard Station,0196 Drake & Hornby,90 Day,1366,492,3995,4092,4,8,0,0
1/31/2018 13:00,1/31/2018 13:00,1032,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,24 Hour,6136,1840,3950,4251,7,8,0,0
1/31/2018 13:00,1/31/2018 13:00,1063,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,24 Hour,6162,1856,3921,4156,7,9,0,0
1/31/2018 13:00,1/31/2018 13:00,1271,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,24 Hour,6172,1891,3829,4106,7,7,0,0
1/31/2018 13:00,1/31/2018 13:00,281,0011 Ontario & Seawall,0057 Marinaside & Cooperage,Archived Monthly Basic,908.33,109,3723,3863,8,10,0,0
1/31/2018 13:00,1/31/2018 13:00,1032,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,24 Hour,0,17,3982,4076,6,6,0,0
1/31/2018 13:00,1/31/2018 13:00,821,0047 Chilco & Beach,0057 Marinaside & Cooperage,Archived Monthly Standard,3508,607,3705,3824,7,10,0,0
1/31/2018 13:00,1/31/2018 13:00,209,0055 Keefer & Columbia,0196 Drake & Hornby,Archived Monthly Standard,3585,1007,4008,4213,7,9,0,0
1/31/2018 13:00,1/31/2018 13:00,986,0082 Richards & Davie,0173 Columbia & 2nd,Archived Monthly Plus,3177,800,3827,4027,6,8,0,0
1/31/2018 12:00,1/31/2018 13:00,360,0063 Robson & Granville,0196 Drake & Hornby,365 Day Founding Standard,1045,312,3656,3737,7,7,0,0
1/31/2018 12:00,1/31/2018 13:00,1466,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,6969,1923,4000,4222,7,9,0,0
1/31/2018 12:00,1/31/2018 12:00,693,0092 Chilco & Barclay,0083 Aquatic Centre,365 Day Founding Plus,1878,405,3756,3995,7,9,0,0
1/31/2018 12:00,1/31/2018 13:00,1455,0080 Laurel & Broadway,0064 Expo & Smithe,365 Standard,2258,562,3732,3939,7,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1344,0026 Beatty & Robson,0167 Cordova & Columbia,365 Day Founding Plus,2472,687,3916,4074,7,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1372,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,Archived Monthly Standard,714,358,3840,3977,6,6,0,0
1/31/2018 12:00,1/31/2018 12:00,975,0201 Shaw Tower,0030 Abbott & Cordova,365 Corporate Plus,1435,516,3964,4080,7,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1213,0039 Helmcken & Burrard,0024 Hornby & Pender,365 Day Founding Standard,1159,331,3660,3763,7,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1238,0108 Cypress & 1st,0155 Arbutus & McNicoll,365 Plus,969,220,3976,4085,8,9,0,0
1/31/2018 12:00,1/31/2018 12:00,1213,0039 Helmcken & Burrard,0039 Helmcken & Burrard,365 Day Founding Standard,0,21,3674,3732,7,6,0,0
1/31/2018 12:00,1/31/2018 12:00,1238,0108 Cypress & 1st,0108 Cypress & 1st,365 Plus,0,17,4006,4056,7,7,0,0
1/31/2018 12:00,1/31/2018 12:00,1118,0198 6th & Main,0055 Keefer & Columbia,365 Standard,1778,377,3813,3932,8,10,0,0
1/31/2018 12:00,1/31/2018 12:00,1530,0997 WareHouse Workshop,0004 Yaletown-Roundhouse Station,VIP,3775,902,3784,3903,22,16,0,0
1/31/2018 12:00,1/31/2018 12:00,767,0997 WareHouse Workshop,0004 Yaletown-Roundhouse Station,VIP,3808,923,3908,3998,21,16,0,0
1/31/2018 12:00,1/31/2018 12:00,31,0007 12th & Yukon,0017 Marinaside & Davie,VIP,2299,653,3679,3819,7,9,0,0
1/31/2018 12:00,1/31/2018 12:00,568,0030 Abbott & Cordova,0174 1st & Ontario,365 Day Founding Standard,2037,524,3871,4022,6,9,0,0
1/31/2018 12:00,1/31/2018 12:00,829,0101 Stanley Park - Vancouver Aquarium,0104 Stanley Park - Second Beach South,24 Hour,2195,717,4045,4190,6,7,0,0
1/31/2018 12:00,1/31/2018 12:00,721,0101 Stanley Park - Vancouver Aquarium,0104 Stanley Park - Second Beach South,24 Hour,2158,741,3632,3884,7,8,0,0
1/31/2018 12:00,1/31/2018 12:00,209,0055 Keefer & Columbia,0055 Keefer & Columbia,Archived Monthly Standard,1253,1210,4032,4161,6,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1468,0028 Davie & Beach,0209 Stanley Park - Information Booth,24 Hour,2803,902,3698,3897,6,5,0,0
1/31/2018 12:00,1/31/2018 12:00,1137,0101 Stanley Park - Vancouver Aquarium,0104 Stanley Park - Second Beach South,24 Hour,2195,771,3723,3874,6,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1330,0019 Robson & Hornby,0088 Harwood & Bute,365 Corporate Plus,1413,417,3639,3810,7,9,0,0
1/31/2018 12:00,1/31/2018 12:00,1166,0088 Harwood & Bute,0196 Drake & Hornby,365 Standard,594,245,3897,4058,6,7,0,0
1/31/2018 12:00,1/31/2018 12:00,38,0212 Union & Gore,0066 Anderson & 2nd,365 Standard,4378,1289,3761,3960,7,9,0,0
1/31/2018 12:00,1/31/2018 12:00,986,0012 Dunsmuir & Richards,0082 Richards & Davie,365 Day Founding Plus,1045,226,3813,3939,7,8,0,0
1/31/2018 12:00,1/31/2018 12:00,975,0035 Coal Harbour Community Centre,0201 Shaw Tower,365 Standard,1398,434,3905,4047,6,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1468,0092 Chilco & Barclay,0028 Davie & Beach,365 Standard,688,210,3686,3839,6,6,0,0
1/31/2018 12:00,1/31/2018 12:00,1466,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,24 Hour,3391,1049,3903,4080,7,9,0,0
1/31/2018 12:00,1/31/2018 12:00,105,0030 Abbott & Cordova,0024 Hornby & Pender,365 Day Founding Standard,1078,428,3735,3860,6,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1466,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,24 Hour,0,17,3937,3968,7,6,0,0
1/31/2018 12:00,1/31/2018 12:00,1059,0037 Hornby & Nelson,0196 Drake & Hornby,365 Corporate Plus,543,184,3942,4043,7,7,0,0
1/31/2018 12:00,1/31/2018 12:00,344,0083 Aquatic Centre,0032 Comox & Denman,365 Day Founding Standard,1529,426,3676,3872,7,7,0,0
1/31/2018 12:00,1/31/2018 12:00,209,0078 Nelson & Mainland,0055 Keefer & Columbia,Archived Monthly Standard,2088,936,3993,4150,7,7,0,0
1/31/2018 12:00,1/31/2018 12:00,703,0167 Cordova & Columbia,0602 Olympic Village Station - Parking Lot,365 Day Founding Standard,2579,704,3679,3855,7,9,0,0
1/31/2018 12:00,1/31/2018 12:00,522,0057 Marinaside & Cooperage,0008 8th & Ash,365 Corporate Plus,1480,369,3995,4132,8,9,0,0
1/31/2018 12:00,1/31/2018 12:00,735,0196 Drake & Hornby,0011 Ontario & Seawall,365 Corporate Plus,3022,654,4000,4185,6,9,0,0
1/31/2018 12:00,1/31/2018 12:00,1073,0112 10th & Oak,0001 10th & Cambie,365 Day Founding Standard,1045,285,3586,3695,6,8,0,0
1/31/2018 12:00,1/31/2018 12:00,1092,0053 Keefer & Abbott,0167 Cordova & Columbia,365 Standard,780,269,4053,4192,7,8,0,0
1/31/2018 11:00,1/31/2018 12:00,339,0024 Hornby & Pender,0101 Stanley Park - Vancouver Aquarium,Archived Monthly Plus,2693,715,3718,3869,7,9,0,0
1/31/2018 11:00,1/31/2018 11:00,1280,0036 Bute & Robson,0037 Hornby & Nelson,365 Corporate Plus,816,227,3665,3795,6,7,0,0
1/31/2018 11:00,1/31/2018 12:00,298,0601 Olympic Village Station,0197 1st & Main,365 Corporate Plus,1831,668,3731,3887,6,5,0,0
1/31/2018 11:00,1/31/2018 12:00,1534,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,5213,2082,3748,3997,7,8,0,0
1/31/2018 11:00,1/31/2018 12:00,1137,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,5378,2086,3619,3855,7,8,0,0
1/31/2018 11:00,1/31/2018 12:00,1271,0032 Comox & Denman,0102 Stanley Park - Second Beach North,24 Hour,5164,1625,3732,3995,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,119,0187 Bute & Davie,0196 Drake & Hornby,24 Hour,876,294,3916,4005,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,1415,0016 Pender & Burrard,0125 Hamilton & Robson,365 Day Founding Standard,1233,393,3726,3871,7,7,0,0
1/31/2018 11:00,1/31/2018 11:00,1455,0153 Arbutus Greenway & Fir,0080 Laurel & Broadway,365 Standard,1651,531,3727,3910,7,6,0,0
1/31/2018 11:00,1/31/2018 11:00,530,0187 Bute & Davie,0187 Bute & Davie,24 Hour,0,63,3963,4013,8,6,0,0
1/31/2018 11:00,1/31/2018 11:00,1372,0037 Hornby & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Plus,1547,416,3824,3990,7,7,0,0
1/31/2018 11:00,1/31/2018 12:00,829,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,5423,2340,3926,4161,6,8,0,0
1/31/2018 11:00,1/31/2018 11:00,1534,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,14,200,3784,3869,6,5,0,0
1/31/2018 11:00,1/31/2018 11:00,1344,0081 7th & Heather,0026 Beatty & Robson,365 Standard,1884,431,3895,4034,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,103,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,2,38,3852,3905,7,6,0,0
1/31/2018 11:00,1/31/2018 11:00,1137,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,4,267,3634,3740,7,6,0,0
1/31/2018 11:00,1/31/2018 12:00,209,0030 Abbott & Cordova,0078 Nelson & Mainland,Archived Monthly Standard,2630,907,3947,4132,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,27,0030 Abbott & Cordova,0030 Abbott & Cordova,Archived Monthly Standard,149,61,3861,3914,7,6,0,0
1/31/2018 11:00,1/31/2018 11:00,500,0125 Hamilton & Robson,0044 Richards & Beach,365 Standard,1413,431,3723,3872,6,8,0,0
1/31/2018 11:00,1/31/2018 11:00,1455,0008 8th & Ash,0153 Arbutus Greenway & Fir,365 Standard,1976,517,3716,3900,7,7,0,0
1/31/2018 11:00,1/31/2018 11:00,1201,0150 Alexander & Main,0201 Shaw Tower,365 Corporate Plus,1772,761,3777,3876,6,6,0,0
1/31/2018 11:00,1/31/2018 11:00,1304,0033 Robson & Denman,0033 Robson & Denman,24 Hour,0,26,3674,3747,7,6,0,0
1/31/2018 11:00,1/31/2018 11:00,849,0173 Columbia & 2nd,0004 Yaletown-Roundhouse Station,Archived Monthly Plus,2822,556,3563,3729,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,119,0196 Drake & Hornby,0187 Bute & Davie,24 Hour,786,258,3885,4009,7,9,0,0
1/31/2018 11:00,1/31/2018 11:00,1375,0212 Union & Gore,0053 Keefer & Abbott,Archived Monthly Standard,1029,319,3774,3901,7,7,0,0
1/31/2018 11:00,1/31/2018 11:00,78,0196 Drake & Hornby,0015 Granville & Georgia,90 Day,1200,381,3956,4103,8,9,0,0
1/31/2018 11:00,1/31/2018 11:00,308,0109 7th & Arbutus,0153 Arbutus Greenway & Fir,Archived Monthly Plus,906,221,3864,3955,6,9,0,0
1/31/2018 11:00,1/31/2018 11:00,637,0055 Keefer & Columbia,0066 Anderson & 2nd,365 Standard,4026,730,3969,4159,6,9,0,0
1/31/2018 11:00,1/31/2018 11:00,968,0212 Union & Gore,0031 Morton & Denman,24 Hour,4776,1447,3776,3987,6,8,0,0
1/31/2018 11:00,1/31/2018 11:00,1119,0076 Cypress & 4th,0089 Burrard & Drake,24 Hour,1933,733,3918,4087,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,344,0032 Comox & Denman,0083 Aquatic Centre,365 Day Founding Standard,1537,396,3674,3855,7,7,0,0
1/31/2018 11:00,1/31/2018 11:00,1154,0057 Marinaside & Cooperage,0147 Chestnut & McNicoll,365 Day Founding Plus,4175,1187,4022,4208,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,1451,0083 Aquatic Centre,0031 Morton & Denman,24 Hour,1502,563,4088,4219,8,9,0,0
1/31/2018 11:00,1/31/2018 11:00,160,0054 Expo & Carrall,0150 Alexander & Main,365 Standard,1006,510,3787,3853,7,8,0,0
1/31/2018 11:00,1/31/2018 11:00,629,0082 Richards & Davie,0129 Richards & Robson,365 Corporate Plus,831,219,3906,4009,7,9,0,0
1/31/2018 11:00,1/31/2018 11:00,586,0035 Coal Harbour Community Centre,0028 Davie & Beach,24 Hour,3432,1064,3787,3926,7,9,0,0
1/31/2018 11:00,1/31/2018 11:00,1489,0060 Bidwell & Burnaby,0083 Aquatic Centre,365 Day Founding Plus,3214,899,3758,3914,7,10,0,0
1/31/2018 10:00,1/31/2018 11:00,1092,0032 Comox & Denman,0053 Keefer & Abbott,365 Standard,3581,1115,4008,4221,7,9,0,0
1/31/2018 10:00,1/31/2018 11:00,258,0209 Stanley Park - Information Booth,0033 Robson & Denman,24 Hour,1406,1938,3542,3731,7,7,0,0
1/31/2018 10:00,1/31/2018 11:00,1304,0209 Stanley Park - Information Booth,0033 Robson & Denman,24 Hour,1374,2000,3674,3756,7,6,0,0
1/31/2018 10:00,1/31/2018 10:00,417,0036 Bute & Robson,0129 Richards & Robson,365 Corporate Standard,984,223,3950,4048,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,508,0055 Keefer & Columbia,0138 Richards & Helmcken,Archived Monthly Standard,2101,554,3895,4072,7,9,0,0
1/31/2018 10:00,1/31/2018 11:00,421,0115 Cypress & 16th,0019 Robson & Hornby,365 Day Founding Standard,4092,1296,3792,3990,6,8,0,0
1/31/2018 10:00,1/31/2018 10:00,466,0053 Keefer & Abbott,0078 Nelson & Mainland,365 Day Founding Standard,1219,313,3756,3850,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,943,0174 1st & Ontario,0053 Keefer & Abbott,365 Standard,1607,355,3748,3861,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,1295,0064 Expo & Smithe,0024 Hornby & Pender,365 Standard,1647,526,3573,3674,8,10,0,0
1/31/2018 10:00,1/31/2018 10:00,1323,0140 Burrard & 7th,0068 Cypress & Broadway,365 Day Founding Standard,430,183,3784,3885,6,6,0,0
1/31/2018 10:00,1/31/2018 10:00,586,0028 Davie & Beach,0035 Coal Harbour Community Centre,24 Hour,4020,1225,3719,3874,7,9,0,0
1/31/2018 10:00,1/31/2018 11:00,1451,0133 Ontario & 16th,0083 Aquatic Centre,24 Hour,5956,1775,3903,4190,6,8,0,0
1/31/2018 10:00,1/31/2018 10:00,1526,0089 Burrard & Drake,0002 Burrard Station,365 Standard,1247,338,3697,3903,7,7,0,0
1/31/2018 10:00,1/31/2018 10:00,1526,0089 Burrard & Drake,0089 Burrard & Drake,365 Standard,0,17,3768,3871,7,5,0,0
1/31/2018 10:00,1/31/2018 10:00,321,0063 Robson & Granville,0078 Nelson & Mainland,365 Day Founding Standard,822,231,3785,3887,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,1253,0198 6th & Main,0053 Keefer & Abbott,365 Standard,2127,441,3805,3943,7,9,0,0
1/31/2018 10:00,1/31/2018 11:00,85,0093 Chilco & Robson,0093 Chilco & Robson,Archived Monthly Plus,9895,3492,3627,3802,6,8,0,0
1/31/2018 10:00,1/31/2018 11:00,66,0026 Beatty & Robson,0005 Dunsmuir & Beatty,365 Day Founding Plus,420,2107,3727,3724,6,7,0,0
1/31/2018 10:00,1/31/2018 10:00,161,0026 Beatty & Robson,0123 Georgia & Thurlow,365 Plus,1392,512,3613,3814,7,8,0,0
1/31/2018 10:00,1/31/2018 10:00,289,0159 Vine & 4th,0089 Burrard & Drake,365 Standard,2626,617,3745,3905,6,9,0,0
1/31/2018 10:00,1/31/2018 10:00,168,0030 Abbott & Cordova,0201 Shaw Tower,365 Standard,1261,336,3652,3797,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,161,0026 Beatty & Robson,0026 Beatty & Robson,365 Plus,0,17,3727,3798,7,6,0,0
1/31/2018 10:00,1/31/2018 10:00,1470,0016 Pender & Burrard,0014 Canada Place,365 Day Founding Standard,539,218,3671,3802,7,7,0,0
1/31/2018 10:00,1/31/2018 10:00,1201,0041 Cardero & Robson,0150 Alexander & Main,365 Day Founding Plus,3118,798,3740,3914,7,8,0,0
1/31/2018 10:00,1/31/2018 10:00,398,0089 Burrard & Drake,0027 Beatty & Nelson,365 Corporate Standard,1394,323,3795,3932,7,7,0,0
1/31/2018 10:00,1/31/2018 10:00,360,0050 Bute & Comox,0063 Robson & Granville,365 Day Founding Standard,1296,374,3639,3731,7,7,0,0
1/31/2018 10:00,1/31/2018 10:00,1175,0050 Bute & Comox,0078 Nelson & Mainland,365 Day Founding Standard,1445,356,3853,3977,7,8,0,0
1/31/2018 10:00,1/31/2018 10:00,984,0037 Hornby & Nelson,0165 Columbia & 4th,365 Corporate Standard,2683,540,3702,3942,7,10,0,0
1/31/2018 10:00,1/31/2018 10:00,1421,0204 York & Yew,0077 Vanier Park,365 Day Founding Standard,1553,411,3839,3982,6,9,0,0
1/31/2018 10:00,1/31/2018 10:00,1323,0109 7th & Arbutus,0140 Burrard & 7th,365 Day Founding Standard,520,141,3777,3892,6,7,0,0
1/31/2018 10:00,1/31/2018 10:00,377,0011 Ontario & Seawall,0004 Yaletown-Roundhouse Station,Archived Monthly Plus,2225,557,3666,3789,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,760,0134 14th & Main,0001 10th & Cambie,Archived Monthly Plus,1462,336,3819,4006,5,6,0,0
1/31/2018 10:00,1/31/2018 10:00,758,0206 8th & Scotia,0066 Anderson & 2nd,365 Day Founding Standard,3638,787,3697,3861,6,8,0,0
1/31/2018 10:00,1/31/2018 10:00,385,0032 Comox & Denman,0030 Abbott & Cordova,365 Standard,3207,940,3621,3827,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,1060,0109 7th & Arbutus,0165 Columbia & 4th,Archived Monthly Standard,3381,729,3979,4182,6,9,0,0
1/31/2018 10:00,1/31/2018 10:00,1045,0206 8th & Scotia,0078 Nelson & Mainland,365 Standard,3105,706,3684,3913,5,6,0,0
1/31/2018 10:00,1/31/2018 10:00,993,0187 Bute & Davie,0129 Richards & Robson,365 Day Founding Standard,1725,604,3681,3827,6,6,0,0
1/31/2018 10:00,1/31/2018 10:00,1541,0174 1st & Ontario,0016 Pender & Burrard,365 Day Founding Plus,3285,1181,3449,3724,7,8,0,0
1/31/2018 10:00,1/31/2018 10:00,139,0010 Stamp's Landing,0011 Ontario & Seawall,365 Plus,1325,286,3645,3742,7,9,0,0
1/31/2018 10:00,1/31/2018 10:00,1223,0027 Beatty & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Plus,737,262,3803,3921,7,8,0,0
1/31/2018 10:00,1/31/2018 10:00,1259,0070 10th & Granville,0068 Cypress & Broadway,24 Hour,824,346,3632,3718,6,7,0,0
1/31/2018 10:00,1/31/2018 10:00,508,0174 1st & Ontario,0055 Keefer & Columbia,365 Day Founding Standard,125,15,3879,4022,6,8,0,0
1/31/2018 10:00,1/31/2018 10:00,807,0133 Ontario & 16th,0066 Anderson & 2nd,Archived Monthly Plus,3912,653,3958,4150,5,8,0,0
1/31/2018 10:00,1/31/2018 10:00,776,0212 Union & Gore,0150 Alexander & Main,365 Day Founding Plus,1327,410,3845,3945,6,8,0,0
1/31/2018 10:00,1/31/2018 10:00,583,0011 Ontario & Seawall,0073 Ontario & 5th,365 Day Founding Standard,573,231,3950,4037,6,6,0,0
