,Segment Length,Coordinates
382,228.34558408,"[[-123.15879162006989, 49.22186006255165], [-123.15879214888348, 49.22186051968423], [-123.15880501735606, 49.221871853130246], [-123.15880504214752, 49.22187187558433], [-123.15881930971558, 49.22188396990458], [-123.15883385285967, 49.22189591902019], [-123.15884872500013, 49.22190767968033], [-123.15886393577898, 49.2219192608668], [-123.1588786344838, 49.22193003587954], [-123.15887944940394, 49.221930635642984], [-123.15887948519335, 49.22193066168006], [-123.15889524962039, 49.22194187419425], [-123.15891135959282, 49.22195291981827], [-123.15892772578553, 49.22196377978494], [-123.15894439764314, 49.22197445582506], [-123.15896130653518, 49.221984958827356], [-123.15897854827834, 49.22199519061125], [-123.15897859368388, 49.22199521753459], [-123.15899609315325, 49.222005305036795], [-123.15899613442734, 49.22200532836774], [-123.15901385016419, 49.22201519068772], [-123.15903188531902, 49.222024875358386], [-123.15905012703271, 49.22203430517548], [-123.15905018481824, 49.22203433837841], [-123.15906872955684, 49.22204361755431], [-123.15908744803342, 49.222052685099], [-123.15910651032087, 49.22206147331357], [-123.1591257739305, 49.22207008673943], [-123.15914524423125, 49.22207848668929], [-123.1591452854881, 49.22207850462297], [-123.15933816163762, 49.22215971882486], [-123.15967654860285, 49.22230206862672], [-123.15973347750776, 49.22232618000919], [-123.15985817499347, 49.222367561176576], [-123.15998878405713, 49.22240019511372], [-123.15998883627788, 49.22240020583571], [-123.16012389566328, 49.222423671770336], [-123.1601843706856, 49.22242989001422], [-123.16019294442616, 49.22243077135539], [-123.1602619835926, 49.22243787001291], [-123.16040162112266, 49.2224424373982], [-123.16054123744469, 49.22243748224787], [-123.16063496928682, 49.22242772879943], [-123.16064183663836, 49.222426689290764], [-123.16064696759301, 49.2224259130594], [-123.16066972037433, 49.22242282841909], [-123.16066976155628, 49.222422822964674], [-123.16067518399969, 49.22242215337034], [-123.16069269784882, 49.222420004324654], [-123.1607029142699, 49.222418824324784], [-123.16071556467728, 49.22241736388322], [-123.16073068695523, 49.22241587121596], [-123.16073864688391, 49.222415075752224], [-123.16075029197508, 49.222414025091126], [-123.16076174074023, 49.22241299269261], [-123.16076977816006, 49.222412377923874], [-123.16078484803414, 49.22241124243486], [-123.160808049313, 49.222409677344224], [-123.16081564927813, 49.22240925837871], [-123.16083126388143, 49.22240839917965], [-123.16085447924864, 49.2224073674798], [-123.16086623790387, 49.22240703447172], [-123.16087780568294, 49.222406706225904], [-123.16090101871275, 49.222406224131184], [-123.16092434657422, 49.222406002734715], [-123.16094766436915, 49.22240606469868], [-123.16097094731981, 49.22240639206706], [-123.16097100225527, 49.22240639289006], [-123.1609942229076, 49.22240698929925], [-123.16101743621195, 49.22240786006985], [-123.16104076711392, 49.22240899693189], [-123.16106387367059, 49.22241040396026], [-123.16107730085068, 49.222411320746275], [-123.16111019900688, 49.222413941966146], [-123.16114359510291, 49.22241722993128], [-123.16115619273616, 49.22241854905453], [-123.16117094519451, 49.222420316732645], [-123.16117918281078, 49.22242129741758], [-123.1611863710429, 49.22242222649413], [-123.16120207327089, 49.22242424111253], [-123.16121232718727, 49.222425725415235], [-123.1612248453996, 49.22242753668329], [-123.16124750550499, 49.22243101231142], [-123.16127005935552, 49.22243475254441], [-123.16129248777797, 49.22243877360071], [-123.16131492393147, 49.222443059102886], [-123.16133714370541, 49.22244752930598], [-123.16135923141402, 49.22245235050501], [-123.16138127983102, 49.22245733456906], [-123.1613813320697, 49.22245735068761], [-123.16140308894181, 49.22246263199888], [-123.16142484942657, 49.22246817776199], [-123.1614463839052, 49.22247390374237], [-123.16144643201521, 49.22247391716805], [-123.16146780665329, 49.222479898833605], [-123.16148911630066, 49.2224861639371], [-123.16151018101225, 49.222492700136904], [-123.16153105954189, 49.22249941559914], [-123.16155180574813, 49.222506402000384], [-123.16157231387413, 49.222513655890516], [-123.16159262212668, 49.22252110165588], [-123.16161275538981, 49.22252878963542], [-123.16161279661866, 49.22252879857297]]"
383,307.50461367,"[[-123.15466477240494, 49.215391183865584], [-123.15699126404999, 49.21769954505056]]"
384,196.26108788,"[[-123.14543201128758, 49.27242584249098], [-123.1454991757753, 49.27066098602043]]"
385,46.30322349,"[[-123.11582739682184, 49.28657714839057], [-123.11628027880327, 49.286869876735985], [-123.11628030772495, 49.28686989559671]]"
386,54.64081871,"[[-123.04963698794066, 49.24676044700933], [-123.04963861942129, 49.246268941491934]]"
387,28.78109199,"[[-123.04878139100339, 49.23244252023837], [-123.0487813964641, 49.23244248605408], [-123.04878366983843, 49.232336542601814], [-123.04878691617691, 49.23218365250954]]"
388,23.74590796,"[[-123.04880203409896, 49.23137925992768], [-123.04880573561422, 49.231165673235026]]"
389,172.41560867,"[[-123.13139346108105, 49.26251690189657], [-123.13376242102323, 49.262554955284934], [-123.13376248013341, 49.26255495881454]]"
390,141.96472914,"[[-123.09136217475732, 49.28394349000195], [-123.08941089134262, 49.28390766834711]]"
391,64.77780454,"[[-123.10191517272838, 49.271903156832344], [-123.10192851973665, 49.271871186937915], [-123.10194279280233, 49.271838990445396], [-123.10194962767119, 49.27182360173562], [-123.10197208192102, 49.2717762762014], [-123.10199577802517, 49.27172921942209], [-123.10202073110378, 49.27168243228293], [-123.10203045398681, 49.27166496852537], [-123.10220340839003, 49.27135204739846]]"
392,100.57616358,"[[-123.10608105202174, 49.222055215768094], [-123.10611059864014, 49.22115074914287], [-123.10611059169865, 49.221150714067676]]"
393,47.32958629,"[[-123.12389816284747, 49.21701792783769], [-123.12454792988758, 49.21702700783882]]"
394,104.88006588,"[[-123.02714755183614, 49.27743220252705], [-123.0257056615702, 49.27742972039908], [-123.02570561757517, 49.27742972040892]]"
395,50.27473521,"[[-123.06190449319648, 49.2686350694067], [-123.06189557412486, 49.269087262700694]]"
396,21.77486946,"[[-123.0618668067075, 49.27062452449895], [-123.0618629248805, 49.27082037712296]]"
397,50.05389053,"[[-123.05008014730858, 49.22935484053113], [-123.05010494979307, 49.228904886062715]]"
398,125.53654308,"[[-123.05405611149405, 49.21341721274865], [-123.05432426095204, 49.21319156890707], [-123.05432429936131, 49.21319153560648], [-123.05511052862201, 49.21252390651129]]"
399,100.59643164,"[[-123.09956713553701, 49.28318945532539], [-123.09956736270203, 49.283184135383145], [-123.09960646626148, 49.28228493941389]]"
400,99.69397045,"[[-123.10997159382198, 49.281509932313774], [-123.11095867099768, 49.28213217459906]]"
401,65.22123252,"[[-123.11321857056136, 49.28360470738732], [-123.11385603570463, 49.284017361646235]]"
402,99.32008764,"[[-123.11191386760333, 49.28276107411429], [-123.11257244007491, 49.283186749074375], [-123.1128852810796, 49.28338895136505], [-123.1128853114284, 49.283388994512215]]"
403,20.70558033,"[[-123.0810749114354, 49.236436934426266], [-123.08080613136526, 49.23643334114171], [-123.08079053669178, 49.236433131665166]]"
404,49.43108012,"[[-123.02495011864045, 49.242572825023096], [-123.02427099669065, 49.242572169118375]]"
405,119.86607781,"[[-123.18201438883585, 49.23642206978713], [-123.18366094942128, 49.23643005031332]]"
406,30.11587596,"[[-123.08546875267399, 49.236489777973816], [-123.08525856527802, 49.23648724910475], [-123.08505511362536, 49.23648496766067]]"
407,40.54427194,"[[-123.0869275956044, 49.23650731951689], [-123.0863707286505, 49.23650064264472]]"
408,25.21119165,"[[-123.0858150225921, 49.23649394243646], [-123.08581497863193, 49.23649394156958], [-123.08546875267399, 49.236489777973816]]"
409,28.61667582,"[[-123.13868104866157, 49.23802480743239], [-123.13871164112035, 49.23802591939697], [-123.1390733937686, 49.23804096978995]]"
410,167.63531707,"[[-123.13240129613882, 49.23780920914238], [-123.1347010167741, 49.23788819863866]]"
411,48.7193431,"[[-123.15569728071537, 49.23086007318154], [-123.1563662315992, 49.23087005840116], [-123.15636629203817, 49.23087005921892]]"
412,71.78348928,"[[-123.1721017074376, 49.2310052754319], [-123.17308764494109, 49.23101164085034]]"
413,46.61968716,"[[-123.04138565517209, 49.21816925688832], [-123.04140566686591, 49.21775010496013]]"
414,152.04620906,"[[-123.04549046889942, 49.228399839668626], [-123.04549051697634, 49.22839984504686], [-123.0475785028077, 49.2284229250377]]"
415,20.59190273,"[[-123.0876052277272, 49.27744579432921], [-123.08732225391599, 49.277441043181646], [-123.08732221404392, 49.277441042312276]]"
416,50.30813018,"[[-123.06177461181785, 49.27524443678437], [-123.0617663162964, 49.27569690176893], [-123.06176631496317, 49.27569693505182]]"
417,17.74069189,"[[-123.06174883828567, 49.27660091999169], [-123.06174825247221, 49.27676050026631]]"
418,60.33883136,"[[-123.12928879330315, 49.291428341903185], [-123.12987169810948, 49.29104205299673]]"
419,54.97217281,"[[-123.13494682784327, 49.28768281338866], [-123.13547768576937, 49.28733077702176]]"
420,34.8475996,"[[-123.03043087653532, 49.286169290693316], [-123.03067134616602, 49.28589815860416]]"
421,51.97248809,"[[-123.03087255540672, 49.284332938204734], [-123.03087261036316, 49.28431744850477], [-123.03087357394445, 49.28386543726415]]"
422,54.37625882,"[[-123.03067134616602, 49.28589815860416], [-123.03086983008198, 49.28567436440983], [-123.0308702637822, 49.28544397281544]]"
423,54.70024328,"[[-123.13236910979514, 49.27697065258708], [-123.13183368657025, 49.27662513712688]]"
424,23.05309451,"[[-123.03906640831617, 49.250606028403226], [-123.03874963762188, 49.25060528323445]]"
425,176.57964836,"[[-123.11518700810873, 49.28059649898792], [-123.11575259894032, 49.28021959884666], [-123.11688787440362, 49.27946307219068]]"
426,164.88268218,"[[-123.11688787440362, 49.27946307219068], [-123.1184876040674, 49.27841220879839]]"
427,53.2756267,"[[-123.17136997334124, 49.23100054511328], [-123.17159872264007, 49.231002046876114], [-123.1721017074376, 49.2310052754319]]"
428,50.32519992,"[[-123.07652033601512, 49.2276531915229], [-123.07721137150006, 49.22766302048917]]"
429,49.25838169,"[[-123.06768027802754, 49.22763595278291], [-123.06835665006582, 49.22764599712722]]"
430,16.90250562,"[[-123.05907220260583, 49.2275826523443], [-123.0593043128561, 49.22758544788255]]"
431,126.55033679,"[[-123.10614747011924, 49.27805537424313], [-123.10615077247498, 49.27805598378143], [-123.10636694022527, 49.27811000706041], [-123.10641822828694, 49.278122830145044], [-123.10667350498916, 49.27820758035154], [-123.10683642617757, 49.27827665765944], [-123.10691372758419, 49.278309432971696], [-123.10702597513558, 49.278368689170854], [-123.10702603019264, 49.27836871790443], [-123.10734536935279, 49.27853800336464], [-123.10738249229918, 49.27855758466648], [-123.10750446826836, 49.27860926011214], [-123.10760405123577, 49.2786423425528], [-123.10761973895288, 49.27864755234478], [-123.10761979398323, 49.278647568484864]]"
432,103.58411104,"[[-123.11459163974558, 49.27487224535426], [-123.1145813756751, 49.27520402327024], [-123.11463440366374, 49.27555039155259], [-123.1147510479461, 49.275790357325874]]"
433,53.99518477,"[[-123.17306152217661, 49.23328076643831], [-123.17306708243582, 49.23279512124458], [-123.17306708229442, 49.23279508076612]]"
434,96.56455456,"[[-123.1064234155534, 49.214212921691235], [-123.10648192510888, 49.21334514309967]]"
435,58.43651673,"[[-123.10638079666822, 49.27709577830282], [-123.10640368340898, 49.27657034485851]]"
436,140.8018036,"[[-123.10548954224579, 49.23732032611842], [-123.10360924928167, 49.2372832744554], [-123.10355615624, 49.23728342280693]]"
437,140.14145266,"[[-123.10355615624, 49.23728342280693], [-123.10355611776247, 49.237283416544734], [-123.1022865874756, 49.23725729287659], [-123.10163191772077, 49.23724434721857]]"
438,31.5127923,"[[-123.14657497602785, 49.23816164358184], [-123.1465750144716, 49.23816163633684], [-123.14700777345843, 49.2381680019995]]"
439,49.67654705,"[[-123.1554265967618, 49.23829621956588], [-123.15610884073246, 49.23830679739065]]"
440,165.91823686,"[[-123.03911614823275, 49.24457440283646], [-123.0369454419086, 49.244570900441445], [-123.0368365492941, 49.244570704935214]]"
441,51.95199202,"[[-123.0368365492941, 49.244570704935214], [-123.03664340972215, 49.24457036337], [-123.03612277272282, 49.244568425145935]]"
442,76.47629761,"[[-123.04139382975048, 49.24458660731341], [-123.04104212170861, 49.24458470706766], [-123.04070501870702, 49.24458292474041], [-123.04034313121575, 49.24458099087139]]"
443,83.5628943,"[[-123.04071419519761, 49.27745040982154], [-123.03956533534686, 49.27744918798273]]"
444,190.91622025,"[[-123.03620814535127, 49.27744475851171], [-123.03358334245823, 49.27744294259528]]"
445,153.25944759,"[[-123.02570561757517, 49.27742972040892], [-123.02359854109996, 49.27742683813111]]"
446,142.07859012,"[[-123.0916426651181, 49.27751684243876], [-123.09164260874772, 49.27751684158399], [-123.09162699543033, 49.277516551727714], [-123.08969012227494, 49.27748077914148], [-123.08969007965307, 49.277480778275056]]"
447,17.13283807,"[[-123.1008881728589, 49.264602159866335], [-123.10088817417473, 49.26460213108053], [-123.10089511342665, 49.2644481595059], [-123.1008951160821, 49.26444811362805]]"
448,100.54180433,"[[-123.10073709126947, 49.26821819262852], [-123.10077514616437, 49.26731418059908], [-123.10077514746195, 49.26731414281809]]"
449,40.03294946,"[[-123.1006413674065, 49.27047592561192], [-123.10064324943302, 49.27047598783853], [-123.10065748952549, 49.27011723805103]]"
450,100.52985169,"[[-123.10155125214733, 49.23905342501614], [-123.10155125619121, 49.239053387232545], [-123.10158591865465, 49.23827803411936], [-123.10159107865158, 49.23814951181054]]"
451,108.76102516,"[[-123.05196037587166, 49.277458848475966], [-123.05046507929511, 49.27745802700226]]"
452,46.82166786,"[[-123.03380100244507, 49.25232146593961], [-123.03380094222909, 49.252315789072846], [-123.03379727955509, 49.25190030174273]]"
453,93.1253637,"[[-123.03381927227781, 49.2471020078751], [-123.0338192791208, 49.24710196829409], [-123.03382776843972, 49.246264342544855]]"
454,176.66616879,"[[-123.12008277617161, 49.28376452963995], [-123.12179065297762, 49.282634459272174]]"
455,119.67807955,"[[-123.11892519596245, 49.284529677067496], [-123.118925243998, 49.28452963923833], [-123.12008273358096, 49.283764544076526], [-123.12008277617161, 49.28376452963995]]"
456,160.93138341,"[[-123.11508568459988, 49.2680415019717], [-123.114972572426, 49.26792306504679], [-123.1149137407087, 49.26702063332559], [-123.11488151231623, 49.266641498748356], [-123.11487939261373, 49.2666165670565]]"
457,49.02272625,"[[-123.14625616296898, 49.27531136563288], [-123.14623820399692, 49.275752176929174]]"
458,24.47221748,"[[-123.14642409858796, 49.271330885358864], [-123.1464328395889, 49.271116118471895], [-123.14643307138186, 49.271110831701336]]"
459,49.66900855,"[[-123.12300769583906, 49.22325032913097], [-123.12368963972646, 49.22326062015194]]"
460,222.86948162,"[[-123.14353044647537, 49.21319632537432], [-123.14353045204311, 49.21319635145377], [-123.14658961550799, 49.213245867918396]]"
461,91.52499012,"[[-123.06206040339634, 49.23893135755227], [-123.06206040321602, 49.2389312136285], [-123.06206063352515, 49.238908898105656], [-123.06206878495442, 49.23811365570911], [-123.0620688288048, 49.238108086729724]]"
462,59.11649314,"[[-123.06050623002875, 49.24776305449771], [-123.06052247790244, 49.24723139463212]]"
463,23.06865886,"[[-123.02821867731554, 49.244525652684054], [-123.02790173520033, 49.2445244208578]]"
464,164.15103811,"[[-123.11102963628764, 49.21776511848546], [-123.11328339255078, 49.217791082729605]]"
465,115.19103027,"[[-123.12770903597932, 49.217077965951724], [-123.12822097756927, 49.217091704912505], [-123.12928946857396, 49.2171205509602]]"
466,103.5500945,"[[-123.13610906562334, 49.217303638785985], [-123.1375298193033, 49.21734144434068]]"
467,55.55043575,"[[-123.0793286793542, 49.21640357277695], [-123.07856592003748, 49.21639895688621]]"
468,100.55570196,"[[-123.11282761482394, 49.26482068973825], [-123.11284732494761, 49.2643685732988], [-123.11286748850176, 49.263916548128535]]"
469,80.13544337,"[[-123.16456577152705, 49.24555294203693], [-123.16456573025759, 49.24555292680379], [-123.16455036166107, 49.24554729968548], [-123.16448031713263, 49.245521659557944], [-123.16439411326127, 49.2454913846491], [-123.16433880160936, 49.245472708272175], [-123.16430711833536, 49.245462010324644], [-123.16421937284646, 49.24543373262141], [-123.16421933158314, 49.24543371918719], [-123.16413086398322, 49.24540641842634], [-123.16404162481483, 49.24538009737509], [-123.16395170375897, 49.24535487014388], [-123.1638611045752, 49.245330628782945], [-123.16376991681874, 49.24530744962335], [-123.1636780826271, 49.24528528686985], [-123.16358568872349, 49.24526419167097], [-123.16356229010901, 49.24525914339048]]"
470,111.58606377,"[[-123.10135843406111, 49.24328539642835], [-123.10140448958141, 49.24228215036049], [-123.10140449224073, 49.24228210718099]]"
471,14.63696006,"[[-123.10124628274413, 49.24584571871647], [-123.10125302511734, 49.24571416740983], [-123.10125303465966, 49.245714130521044]]"
472,14.57760479,"[[-123.10123962038654, 49.24597677431214], [-123.1012462718094, 49.245845746611245], [-123.10124628274413, 49.24584571871647]]"
473,25.09906472,"[[-123.05657969402655, 49.274977421640486], [-123.05658021941572, 49.27475165119134]]"
474,43.12903374,"[[-123.07743696093041, 49.26557301178823], [-123.07743695539155, 49.26557298570587], [-123.07743706920424, 49.265567541733425], [-123.0774452895504, 49.26518509620931]]"
475,58.39579309,"[[-123.10081306483141, 49.2664100911748], [-123.10001070387331, 49.26639545254573]]"
476,47.2511007,"[[-123.07811384507501, 49.264240342316555], [-123.07746443281535, 49.264235388713516]]"
477,49.64646021,"[[-123.12089140981179, 49.2253645838786], [-123.1209051656303, 49.22491813259], [-123.12090515317327, 49.22491809302386]]"
478,50.35354253,"[[-123.13224176986985, 49.210761055913345], [-123.13293293702964, 49.21077151565723]]"
479,50.16294022,"[[-123.12602951857195, 49.2106676766091], [-123.12671811082986, 49.210676809065546]]"
480,50.34223874,"[[-123.13844931432885, 49.2108518039627], [-123.13914029439098, 49.21086316229847]]"
481,50.2005773,"[[-123.0847599128801, 49.23562341375584], [-123.08475991979314, 49.235623439836985], [-123.08474812709193, 49.23607491371888]]"
482,52.9557445,"[[-123.06403425950687, 49.21803876135734], [-123.06330728215309, 49.21802732788314]]"
483,43.22563959,"[[-123.06462766208507, 49.21804809000897], [-123.06403425950687, 49.21803876135734]]"
